title,ingredients,directions,NER,valid ingredient count,carbon
Chocolate And Banana Pudding,"['1 cup Bread', '0.5 cups Milk', '1 piece Egg', '.5 cups Dark Chocolate Chunks/Chips', '1 tablespoon Sugar', '1 piece Banana', '1 teaspoon Vanilla Extract']","['Mash the banana,Add the milk and banana and mix with a spatula.', 'Add the Sugar and Vanilla and mix well.Add the chocolate Chips.', 'Pour the mixture in 2 ramekins', 'Bake for 10 minute in a preheated oven at 180 degrees']","['bread', 'egg', 'sugar', 'vanilla', 'chocolate', 'milk', 'banana']",7,0
Strawberry Refresher,['1 tablespoon Unsweetened Shredded Coconut'],"['In a blender, add the strawberries, cucumber, greens, coconut, extract, protein, and water (adjust water to your liking). Blend.', 'Pour and top with shredded coconut. Serve and enjoy!']",['coconut'],1,0
Coffee (Or Any Flavor) Granita,"['5 cups strong brewed coffee', '1 1/4 cups sugar']","['Brew your coffee however you like. Remove the brewed coffee to a saucepan and add the sugar, then cook over low heat until the sugar dissolves.', 'Pour the coffee-sugar mixture into a 8"" square Pyrex baking dish (or whatever shallow baking dish you have). Place in the freezer.', 'After 40-60 minutes, remove the dish from the freezer and see if any ice crystals have formed around the edges of the dish. If they have, use a fork to gently scrape the icy bits from the edges into the center of the dish, which will still be somewhere on the spectrum from liquid to slushy. Return the dish to the freezer.', ""Check on the granita every hour for a few hours, repeating the gentle scraping of the ice into the center. After a few hours (depending on how much you're making and how cold your freezer is) you should have a beautiful pile of icy shards."", ""You can serve the granita immediately, plain or topped with whipped cream. Or you can leave it in the freezer until you need it, using a fork to scrape it up when you're ready to serve.""]","['coffee', 'sugar']",2,0
A Recipe,['1 egg'],"['Grease a 9x13 inch baking pan. Spoon some of the leek/cream sauce into the bottom of the pan. Follow with a layer of noodles, spread with some ricotta mixture. Sprinkle with parmesan. Lay some of the squash across this layer, and top with the cabbage, then another layer of leeks/cream, and another layer of noodles. Continue repeating, ending with a layer of noodles: top with ricotta, spoon the last of the cream sauce over it (at this point there should be no more leeks left in it), and sprinkle generously with parmesan. Finish with a dusting of black pepper.', 'Bake at 375 degrees for 25-30 minutes, until the cheese on top is golden. Bon appetit!']",['egg'],1,0
Roasted Garlic Scapes,"['1 bunch garlic scapes, sliced into 1"" pieces', '2 teaspoons olive oil', 'Salt &amp; pepper to taste']","['Preheat oven to 425°F. In a ziplock bag toss scape slices, olive oil, salt and pepper. Spread onto a rimmed backing sheet and roast for 25 minutes, tossing occasionally, until browned and crisp. Enjoy with most anything that needs some garlic favor or a bit of texture.']","['garlic', 'olive oil', 'salt']",3,0
Test,['1 cup Sugar'],['Dissolve sugar in water'],['sugar'],1,0
Microwave Oreo Cake,['INGREDIENTS- Oreo cream biscuits - 20 Fresh milk - 1 cup Fruit Salt /Eno - 3/4 tsp'],"['Add oreo biscuit and milk in a mixer jar', 'Grind to make a smooth paste.', 'Take out the mixture in a jar', 'Grease a glass bowl with little butter.', 'Add eno in the biscuit and milk mixture and mix well.', 'Pour the mixture in greased glass bowl.', 'Put in in the microwave and cook on micro high for 5 minutes.', 'Rest for a minute and then take out from microwave.', 'Let it cool down for 10 minutes then slice into pieces.', 'Sprinkle some castor sugar and garnish with a cheery', 'Serve with a smile :)', 'Serving suggestions-', '', 'Drizzle some strawberry syrup or chocolate sauce or any fruit sauce over the cake slices', 'Serve this with a scoop of Ice-cream or any fruit compote or crush', 'Add 1 tbsp of water in 1 tbsp of any fruit jam ,warm it slightly and pour over the cake', 'The cooking time may vary between 5-7 minutes as every microwave have different setting.']",['cream'],1,0
Coco Caramel Sauce,"['200 Coconut Milk', '100 Castor Sugar', '25 Salted butter']","['First and the most important step for this delicious sauce is to make a dry caramel. For this, put the sugar in a deep bowl and over the low flame on your gas range. Let the sugar melt slowly without touching it with any spoon or spatula ( Or this would crystallize and make your sugar all grainy). A perfect caramel would be golden and shiny in colour.', 'While the sugar is slowly transforming into caramel, take a small pan and heat up the coconut milk until warm ( Not boiling )', 'Once this is done, ""Whisk in"" the warm milk to the caramel and let it cook slowly. Don\'t do this over high flame since this would turn your caramel bitter towards the end. ( This is the sauce reduction stage )', ""In approximately 10 mins after the sauce has been reducing, add in the butter and whisk it again. \r\nKeep whisking it time and again so that the sauce doesn't stick on the bottom of the pan while thickening.\r\nLastly, when you see that 1/2 of the sauce has been reduced, take it off the flame and let it cool. Don't reduce it any longer or else it would not remain in the desired sauce consistency. \r\nEnjoy it fresh or store it in glass containers for later use!""]","['coconut milk', 'sugar', 'butter']",3,0
"Carrots Cooked Forever, À La Roy Finamore","['1/3 cup olive oil', '1 pound carrots, peeled and sliced into 1/4-inch rounds', '2 fat cloves garlic, peeled and smashed', 'Salt']","['Combine the olive oil, carrots, garlic, and a couple small pinches of salt in a medium, heavy-bottomed saucepan. Set it over medium heat and bring the oil to a simmer. Give the carrots a good stir, cover the pot, and turn the heat down as low as it will go.', 'Cook the carrots, stirring gently every once in a while, until the slices are soft enough that they can be smushed easily by gently pinching them between your fingers. (This should take anywhere from 1 to 2 hours.) If at any point you find that the carrots start to stick to the pan and brown, gently lift them from the bottom of the pan, add a few tablespoons of water and re-cover.', ""When they are very soft, you can serve them as is. Or, if you're feeding a baby (or you just like them this way yourself), you can either mash the carrots gently or push them through a fine-mesh sieve before serving them. Make sure to let them cool before you feed them to a baby!""]","['garlic', 'carrots', 'olive oil', 'salt']",4,0
Grilled Octopus,['5 pounds octopus'],"['wash octopus', 'place octopus in a pot with stock, onions, garlic, finely ground oregano salt & pepper, and a shot of vermouth set the dial to ""low"" and let it cook for oh I dont know - 3 hours or so', 'Completely reduced in size, firmed up yet incredibly tender I let it sit in the ice box over night in the poaching liquid.', 'Portioned out and put on skewers with a little extra oregano sprinkled on to create more smokiness and a spritz of olive oil to help it along the octopus is now ready for the grill.', 'Flashed on a hot grill enough to warm it through and impart a nice smoky flavor from both the coals and the smoldering oregano I plated it up with a little garlic chile sauce, some extra virgin olive oil, course grain sea salt, some lemon wedges and bread that was spread with olive oil and also toasted on the grill.']",['octopus'],1,0
Banana Bread With Streusel Topping,['1/2 teaspoon salt'],['Bake for an hour at 350 degrees.'],['salt'],1,0
Whipped Ricotta,"['15 ounces Reduced Fat Whipped Ricotta', '1 teaspoon garlic', '1 teaspoon salt', '1 teaspoon olive oil', '1 tablespoon honey']","['In a food processor or blender add ricotta and blend for 2 minutes. Add in garlic, salt and olive oil and blend for another 4 minutes or until smooth. After two minutes slowly add in honey.', 'Serve with crackers or whole grain toast', 'Option- Add toasted walnuts for a crunch!']","['ricotta', 'garlic', 'honey', 'olive oil', 'salt']",5,0
Coprese Salad,['3 tomatoes'],"['slice tomatoes, then slice mozzarella, and juliene basil . lay out tomatoes, add a slice of cheese on each, and then some basil, and sprinkle extra virgin olive oil, and a little lemon juice. Done!!!!!!']",['tomatoes'],1,0
Simply Perfect Roast Chicken,"['1 4-5 pound organic roaster chicken', '1 head of garlic', '1 lemon', 'olive oil', 'salt and pepper']","['Preheat oven to 425 degrees convection.', 'Rinse out your bird, removing any parts from the cavity. Pat as dry as possible.', 'Cut your lemon into quarters, and your head of garlic in half, exposing the cloves (hamburger style). Stuff the lemon and garlic pieces into the cavity. I do not truss the bird.', 'Place the bird breast side down into a roasting pan or gratin dish. It is important to choose a pan that is not much larger than the bird. The key to this recipe is for the juices to pool up around the white meat allowing it to braise.', 'Drizzle the chicken with a bit of oilve oil and rub it generously with salt and fresh ground pepper to your liking.', 'Place the chicken in the oven. The chicken will roast for an hour and a half, basting occasionally.The skin should be dark golden and crispy. If you are multiplying this recipe, add approximately 10 minutes of cook time for each additional bird.', 'Let the chicken rest about 10 minutes before carving. The white meat will come away from its skin--ladle it immediately with pan juices so it stays tender and moist.', 'Serve the carved bird with the pan drippings.']","['garlic', 'lemon', 'chicken', 'olive oil', 'salt']",5,0
Granola,"['1/2 cup olive oil, plus extra for pan']",['Serve with yogurt or ricotta.'],['olive oil'],1,0
Lemon Rice,"['Boiled rice - 2.5 cup Pea nuts /moongphali - 2 tbsp Lemon juice- 2 tbsp Curry leaves -10 Green chili /hari mirch,chopped - 2 tsp Ginger/adrak,chopped -1/2 tsp Cooking oil - 2 tbsp Mustard seeds/rai - 1.5 tsp Asafoetida/hing - 1/4 tsp White lentil /urad da']","['Heat oil in a heavy and broad bottom pan.', 'Add peanuts and stir fry on low flame till golden in colour', 'Drain and keep aside.', ""Now add urad daal,chana daal and when it start's to get some colour add the cashew nuts and stir"", ""When cashew start's getting a nice color then add whole red chilies,green chilies ,curry leaves and asafoetida."", 'Add turmeric,fried peanuts,boiled rice and salt and stir to mix well.', 'Switch off the flame and then add lemon juice and mix.', 'Keep it covered for about 10-15 minutes so it absorbs all the flavours and the urad daal and chana daal will also become slightly soft.']",['rice'],1,0
Pineapple Flower Cupcake Toppers,['1 Pineapple'],"['Preheat the oven to 225 degrees.', 'Peel the pineapple and take out the center with a melon ball or metal teaspoon.', 'Using a mandolin or a super sharp knife, cut very thin slices.', 'If the pineapple is really juicy, blot paper towels on it to get rid of the moisture.', 'Bake the pineapple slices on a cookie sheet lined with parchment paper for 30 minutes.', 'Flip and bake for another 30 minutes.', 'Place the slices in a cupcake tin to hold their flower shape and dry overnight.']",['pineapple'],1,0
"""Pantry Leftover"" Sprinkle","['3-4 tablespoons Leftover nuts and seeds, whatever is on hand. Admittedly, my favorite combination of late has been a blend of walnuts, cashews, and pistachios', '1/4 teaspoon Salt, if your goods are all unsalted to begin with']","['Allow everything to cool, and pour into a coffee grinder. Pulse until finely ground.', 'Taste, and add salt to your preference if necessary. Store in a spice shaker, and sprinkle liberally on....anything. Really.']","['nuts', 'salt']",2,0
Sauté Spinach,"['100 grams butter', '1 garlic clove, smashed', '1 bag of spinach', '1 pinch Himalayan pink sea salt', '1 lemon, squeezed']","['Over medium heat, melt the butter and add the smashed garlic clove. Throw in the spinach, and turn the heat down. Saute for 3-5 minutes until wilted.', 'Turn off the heat and finish with a generous seasoning of sea salt and a squeeze of lemon.']","['garlic', 'butter', 'lemon', 'spinach', 'salt']",5,0
Tomato Conserva,"['10 pounds tomatoes', '1/4 cup olive oil', '2 teaspoons sea salt']","['Chop tomatoes into quarters. Combine them in a large pan with 1/4 cup olive oil and bring to a simmer. Cook until they are soft and the peels begin to detach from the tomato flesh.', 'Push warm tomatoes through a food mill, sieve or chinois, so that you separate the tomato pulp from the seeds and skins.', 'Divide the tomato pulp between two large, rimmed baking sheets (I used two half sheet pans).', 'Place baking sheets in the oven and bake at 350° F. Check tomatoes every half hour, stirring the paste and switching the position of the baking sheets so that they reduce evenly.', ""Over time, the conserva will start to reduce to the point where it doesn't fill the baking sheet any more. At this point, I combine the contents of the two pans into and continue to bake."", ""When the conserva is shiny, brick-colored and has reduced by more than half, it is done. There shouldn't be any remaining water or moisture separating from the paste at this point."", 'Scrape finished conserva into clean half or quarter pint jars. Top with a layer of olive oil and place in either the refrigerator or the freezer. As long as you keep it well-covered with olive oil and ensure that you only use a very clean spoon to remove it from the jar, it will keep in the fridge for a month or so. Frozen, it will keep for up to nine months.']","['tomatoes', 'olive oil', 'salt']",3,0
Fancy Baked Potatoes,"['1 potato', '1 teaspoon olive oil']","['Wash Potatoes, Dry off, Place 2 wooden spoons on each side of the potato. With a sharp knife slice potato down to the spoon 1/4"" slices down the whole length of the potato. slightly fan out. Drizzle with olive oil and fav spices.', 'Bake one hour at 350']","['olive oil', 'potato']",2,0
Egg In The Hole,"['1 slice seeded rye bread', '1 egg', '1 tablespoon butter', 'salt']","['Place the egg in its shell on its long side in the center of the toast. Cut around it with a sharp knife, creating a whole. Save the piece of bread you cut out, hopefully in one piece!', ""Butter both pieces of bread lightly on both sides. Put the rest of the butter (at least a teaspoon or so) in a pan and get it sizzling but don't let it brown."", 'Put the two pieces of bread in the pan. Crack the egg over the toast so that the yolk stays in the hole. Spread the white out a little with a wooden spoon so that it coats more of the toast - this is easier (and obviously, the whole thing tastes better) with a good fresh egg.', ""After the white has set on the bottom (1-2 minutes) flip the toast, being careful not to break the egg. Also flip the little extra bit of toast. 1 more minute and it's done! Season with salt.""]","['bread', 'egg', 'butter', 'salt']",4,0
Ghee,['2 pounds unsalted butter'],"['Place butter in a heavy bottomed pan.', 'Heat gently until butter melts, then turn heat up to medium.', 'When bubbling, turn heat to low and let simmer gently.', 'Do not cover the pot.', ""in 15-25 minutes, your ghee should start to smell 'popcorny' and turn a golden shade. The moisture will be evaporating out of the butter so that the 'milk solids' become visible as solid particles on the bottom of the pan. These solids become a light brown color when the ghee is ready."", 'You know the ghee is ready when it is a pure, golden color. There should be no particles floating in the butter fat, just the milk solids on the bottom of the pan and some foamy bits floating separately on the surface.', 'Pour or ladle through a cloth-lined sieve or very fine strainer into a very dry jar with an air tight lid. Be sure to let the ghee cool completely before placing the lid on the jar.', ""Many cats and dogs will appreciate the treat of milk solids spooned over their food. Also, it's great for baked goods !"", 'Ghee has an indefinite shelf life and does not need to be refrigerated. But use special caution to keep moisture out of the jar. Make sure you use a dry spoon when cooping and that the lid is completely dry at all times !']",['butter'],1,0
